4,Pop Rock,Psychedelic Soul,R&B,Film Soundtrack,,,,,
3,Shoegaze,Alt Rock,Neo-Psychedelia,,,,,,
3,Ambient,Minimalism,Modern Classical,,,,,,
4,Post-Hardcore,Punk,Math Rock,Post-Rock,,,,,
3,Post-Hardcore,Punk,Post-Rock,,,,,,
3,Funk,Soul,R&B,,,,,,
3,Indie Folk,Contemporary Folk,Singer/Songwriter,,,,,,
4,Folk Pop,Twee Pop,Indie Pop,Contemporary Folk,,,,,
3,Psychedelic Pop,Psychedelic Rock,Pop Rock,,,,,,
3,Psychedelic Pop,Baroque Pop,Sunshine Pop,,,,,,
3,Plunderphonics,Experimental,Instrumental Hip Hop,,,,,,
3,Indie Rock,Alt Rock,Art Rock,,,,,,
3,MPB,Brazilian Music,Singer/Songwriter,,,,,,
3,Synthpop,Electronic,Pop,,,,,,
3,Singer/Songwriter,Indie Folk,Contemporary Folk,,,,,,
5,Alt R&B,Contemporary R&B,Electropop,Electronic,Pop,,,,
3,Electropop,Dance-Pop,Electronic,,,,,,
3,Emocore,Post-Hardcore,Punk,,,,,,
3,Vocal Jazz,Standards,Traditional Pop,,,,,,
5,Shoegaze,Ambient,Ethereal Wave,Darkwave,Alt Rock,,,,
4,East Coast Hip Hop,Boom Bap,Gangsta Rap,Hardcore Hip Hop,,,,,
3,Electropop,Electronic,Pop,,,,,,
4,Electropop,Indietronica,Electronic,Pop,,,,,
3,Spiritual Jazz,Free Jazz,Avant-Garde Jazz,,,,,,
3,Trip Hop,Downtempo,Electronic,,,,,,
3,Chamber Pop,Indie Pop,Singer/Songwriter,,,,,,
3,Girl Group,Brill Building,Pop,,,,,,
4,Jangle Pop,Pop Rock,Alt Rock,Indie Pop,,,,,
3,Psychedelic Pop,Pop Rock,Alt Rock,,,,,,
4,Indie Rock,Alt Rock,Chamber Pop,Indie Pop,,,,,
5,Folk Pop,Contemporary Folk,Jangle Pop,Pop Rock,Alt Rock,,,,
3,Neo-Soul,Smooth Soul,R&B,,,,,,
5,Trip Hop,Downtempo,Plunderphonics,Experimental,Electronic,,,,
7,New Age,Flamenco nuevo,Traditional Folk,Spanish Folk Music,Spanish Music,Hispanic Music,European Folk Music,,
3,Deep Soul,Southern Soul,R&B,,,,,,
3,Psychedelic Rock,Psychedelic Pop,Pop Rock,,,,,,
5,Experimental,Art Pop,Progressive Pop,Baroque Pop,Modern Classical,,,,
4,Pop Rock,Post-Punk Revival,Indie Rock,Alt Rock,,,,,
3,Dance-Pop,Electropop,Electronic,,,,,,
4,Jangle Pop,Pop Rock,Alt Rock,Indie Pop,,,,,
5,Alt Dance,Alt Rock,Post-Punk Revival,Indie Rock,Alt Rock,,,,
3,East Coast Hip Hop,Boom Bap,Hardcore Hip Hop,,,,,,
4,Conscious Hip Hop,Boom Bap,Hardcore Hip Hop,East Coast Hip Hop,,,,,
4,Electropop,Indietronica,Electronic,Pop,,,,,
4,Electropop,Indietronica,Electronic,Pop,,,,,
7,Spirituals,Standards,Traditional Pop,Show Tunes,Musical Theatre,American Folk Music,Traditional Folk,,
3,Indietronica,Electronic,Indie Pop,,,,,,
3,Electropop,Electronic,Pop,,,,,,
4,Acoustic Rock,Alt Rock,Folk Pop,Contemporary Folk,,,,,
6,Progressive Pop,Indietronica,Art Pop,Chamber Pop,Indie Pop,Electronic,,,
4,Hi-NRG,Electro-Disco,EDM,Dance,,,,,
3,New Wave,Post-Punk,Rock,,,,,,
3,Synthpop,Psychedelic Pop,Electronic,,,,,,
6,C86,Jangle Pop,Indie Pop,Indie Rock,Pop Rock,Alt Rock,,,
4,Contemporary R&B,Dance-Pop,Electropop,Electronic,,,,,
5,Pop Soul,R&B,Neo-Soul,Brill Building,Pop,,,,
4,Progressive Pop,Psychedelic Pop,Sunshine Pop,Baroque Pop,,,,,
3,Baroque Pop,Progressive Pop,Art Pop,,,,,,
4,Indie Rock,Alt Rock,Indie Folk,Contemporary Folk,,,,,
3,Singer/Songwriter,Americana,Country,,,,,,
4,Drone (Experimental),Ambient,Sound Collage,Turntable Music,,,,,
3,Dance-Pop,Synthpop,Electronic,,,,,,
3,Avant-Garde Jazz,Post-Bop,Third Stream,,,,,,
3,Dance-Pop,Future House,EDM,,,,,,
3,Singer/Songwriter,Indie Folk,Contemporary Folk,,,,,,
4,Southern Hip Hop,Conscious Hip Hop,Boom Bap,Hardcore Hip Hop,,,,,
5,Electropop,Bubblegum Bass,EDM,Dance-Pop,Electronic,,,,
5,Deep House,EDM,Nu-Disco,French House,Dance,,,,
9,Nu-Disco,House,Synthpop,Pop,Electronic,EDM,Dance,Plunderphonics,Experimental
4,Singer/Songwriter,Indie Pop,Indie Folk,Contemporary Folk,,,,,
5,Spaghetti Western,Modern Classical,Film Score,Film Soundtrack,Cinematic Classical,,,,
3,Impressionism,Modern Classical,Western Classical,,,,,,
3,Neo-Psychedelia,Chamber Pop,Indie Pop,,,,,,
3,Indie Folk,Chamber Folk,Contemporary Folk,,,,,,
4,Synthpop,Indietronica,Electronic,Pop,,,,,
4,Twee Pop,Indie Pop,Indie Rock,Alt Rock,,,,,
3,Avant-Folk,Contemporary Folk,Singer/Songwriter,,,,,,
3,Avant-Folk,Contemporary Folk,Singer/Songwriter,,,,,,
3,Chamber Pop,Indie Pop,Singer/Songwriter,,,,,,
3,Art Pop,Progressive Pop,Baroque Pop,,,,,,
4,Synthpop,Indietronica,Electronic,Pop,,,,,
3,Dance-Pop,Electropop,Electronic,,,,,,
5,Experimental,Minimalism,Modern Classical,Progressive Electronic,Art Pop,,,,
4,Hi-NRG,Electro-Disco,EDM,Dance,,,,,
3,Neo-Soul,Smooth Soul,Contemporary R&B,,,,,,
4,Singer/Songwriter,Chamber Folk,Psychedelic Folk,Contemporary Folk,,,,,
5,Chamber Pop,Indie Pop,Art Pop,Indie Rock,Alt Rock,,,,
4,Romanticism,Symphony,Orchestral,Western Classical,,,,,
4,Vocal Jazz,Spirituals,American Folk Music,Traditional Folk,,,,,
5,Video Game Soundtrack,Bit Music,Electronic,Sound Collage,Experimental,,,,
3,Britpop,Pop Rock,Alt Rock,,,,,,
4,Pop Rock,Synthpop,Electronic,Pop,,,,,
4,Synthpop,Pop Rock,Electronic,Film Soundtrack,,,,,
5,2 Tone,Ska,Spoken Word,New Wave,Rock,,,,
5,Hard Bop,Bebop,Big Band,Jazz,Television Soundtrack,,,,
3,Hindustani Classical Music,South Asian Classical Music,South Asian Music,,,,,,
3,Soul,Jazz-Funk,R&B,,,,,,
4,New Wave,Post-Punk,Rock,Film Soundtrack,,,,,
4,Singer/Songwriter,Pop Rock,Soft Rock,Indie Pop,,,,,
3,Art Punk,Art Rock,Post-Punk,,,,,,
3,Vocal Jazz,Dark Jazz,Singer/Songwriter,,,,,,
3,Trip Hop,Downtempo,Electronic,,,,,,
3,Indie Pop,Baroque Pop,Art Pop,,,,,,
3,Folk Pop,Contemporary Folk,Singer/Songwriter,,,,,,
3,Art Rock,Indie Rock,Alt Rock,,,,,,
3,Electropop,Dance-Pop,Electronic,,,,,,
3,Slowcore,Indie Rock,Alt Rock,,,,,,
4,Hyperpop,Electropop,Glitch Pop,Electronic,,,,,
3,Power Pop,Pop Rock,Alt Rock,,,,,,
5,Synthpop,New Wave,Rock,Electronic,Pop,,,,
4,Europop,Pop,Euro-Disco,Dance,,,,,
4,Jazz Poetry,Spoken Word,Free Jazz,Avant-Garde Jazz,,,,,
4,Electropop,Pop Rock,Dance-Pop,Electronic,,,,,
3,Free Jazz,Avant-Garde Jazz,Post-Bop,,,,,,
4,Indie Rock,Alt Rock,Chamber Pop,Indie Pop,,,,,
3,Hard Bop,Bebop,Jazz,,,,,,
4,Turntablism,Plunderphonics,Experimental,Instrumental Hip Hop,,,,,
4,New Wave,Rock,Surf Punk,Punk Rock,,,,,
3,Industrial Rock,Post-Industrial,Electronic,,,,,,
4,Heartland Rock,Piano Rock,Pop Rock,Singer/Songwriter,,,,,
4,Future Garage,UK Garage,EDM,2-Step,,,,,
4,Future Garage,UK Garage,EDM,Atmospheric Drum and Bass,,,,,
4,French House,EDM,Nu-Disco,Dance,,,,,
3,Singer/Songwriter,Chamber Pop,Indie Pop,,,,,,
4,Neo-Psychedelia,Psychedelic Pop,Chamber Pop,Indie Pop,,,,,
4,Chamber Pop,Neo-Psychedelia,Psychedelic Pop,Indie Pop,,,,,
3,Progressive Folk,Chamber Folk,Contemporary Folk,,,,,,
5,Girl Group,Northern Soul,Pop Soul,Motown Sound,R&B,,,,
3,Neo-Soul,R&B,Art Pop,,,,,,
3,Baggy / Madchester,Alt Rock,Pop,,,,,,
5,Synthpop,New Wave,Rock,Electronic,Pop,,,,
4,Hard Bop,Post-Bop,Bebop,Modal Jazz,,,,,
3,Pop Soul,R&B,Singer/Songwriter,,,,,,
3,Dance-Pop,Electropop,Electronic,,,,,,
3,Lo-Fi / Slacker Rock,Indie Rock,Alt Rock,,,,,,
4,Romanticism,Symphony,Orchestral,Western Classical,,,,,
4,EBM,EDM,Post-Industrial,Industrial Rock,,,,,
3,Electropop,Electronic,Pop,,,,,,
3,Electropop,Electronic,Pop,,,,,,
3,Political Hip Hop,Hardcore Hip Hop,East Coast Hip Hop,,,,,,
4,New Romantic,New Wave,Sophisti-Pop,Pop Rock,,,,,
3,Singer/Songwriter,Indie Folk,Contemporary Folk,,,,,,
3,2-Step,UK Garage,EDM,,,,,,
3,Post-Rock,Chamber Pop,Indie Pop,,,,,,
4,Indie Folk,Chamber Folk,Contemporary Folk,Singer/Songwriter,,,,,
3,Indie Folk,Contemporary Folk,Singer/Songwriter,,,,,,
3,Dark Ambient,Post-Industrial,Spoken Word,,,,,,
6,Nu-Disco,House,Space Disco,Electro-Disco,EDM,Dance,,,
3,Space Age Pop,Easy Listening,Electronic,,,,,,
3,Chamber Folk,Contemporary Folk,Singer/Songwriter,,,,,,
5,Freakbeat,Beat Music,Pop Rock,Garage Rock,Psychedelic Rock,,,,
5,Indie Rock,Alt Rock,Jangle Pop,Pop Rock,Indie Pop,,,,
3,Electropop,Pop Rock,Electronic,,,,,,
4,Bitpop,Power Pop,Pop Rock,Electronic,,,,,
3,IDM,Downtempo,Electronic,,,,,,
3,Drill and Bass,IDM,Electronic,,,,,,
4,Indie Rock,Alt Rock,Chamber Pop,Indie Pop,,,,,
3,Hard Bop,Bebop,Jazz,,,,,,
7,Nu-Disco,House,EDM,Neo-Psychedelia,Plunderphonics,Experimental,Dance,,
3,Baroque Pop,Sunshine Pop,Psychedelic Pop,,,,,,
3,Indie Folk,Contemporary Folk,Singer/Songwriter,,,,,,
3,Neo-Psychedelia,Indie Rock,Alt Rock,,,,,,
3,Art Pop,Glitch Pop,Electronic,,,,,,
3,Twee Pop,Indie Pop,Chamber Pop,,,,,,
3,Dance-Pop,Electro-Disco,EDM,,,,,,
5,Euro-Disco,Dance-Pop,Electropop,Electronic,Dance,,,,
4,Vocal Jazz,Cool Jazz,Standards,Traditional Pop,,,,,
4,Nu-Disco,Deep House,EDM,Dance,,,,,
3,Vocal Trance,Uplifting Trance,EDM,,,,,,
4,Nu-Disco,House,EDM,Dance-Pop,,,,,
3,Chamber Pop,Indie Pop,Singer/Songwriter,,,,,,
3,Folk Pop,Country Pop,Contemporary Folk,,,,,,
5,Alt R&B,Contemporary R&B,Downtempo,Art Pop,Electronic,,,,
3,Neo-Soul,Pop Soul,R&B,,,,,,
4,Electropop,Synthpop,Dance-Pop,Electronic,,,,,
4,Art Pop,Chamber Folk,Progressive Folk,Contemporary Folk,,,,,
3,Teen Pop,Power Pop,Pop Rock,,,,,,
4,Post-Punk,Shoegaze,Alt Rock,Gothic Rock,,,,,
3,Electropop,Dance-Pop,Electronic,,,,,,
3,Art Pop,Progressive Pop,Singer/Songwriter,,,,,,
4,Dance-Pop,Nu-Disco,House,EDM,,,,,
3,Emo,Post-Hardcore,Punk,,,,,,
3,Microtonal,Minimalism,Modern Classical,,,,,,
3,Chamber Pop,Indie Pop,Art Pop,,,,,,
5,Moombahton,Electropop,EDM,Electronic,Pop,,,,
5,Spoken Word,Midwest Emo,Indie Rock,Alt Rock,Punk,,,,
4,Tech House,Progressive House,EDM,Techno,,,,,
5,Deep House,Tech House,Techno,Microhouse,EDM,,,,
4,Political Hip Hop,Gangsta Rap,Hardcore Hip Hop,West Coast Hip Hop,,,,,
3,Dance-Pop,Electropop,Electronic,,,,,,
5,Art Rock,Alt Rock,Sequencer & Tracker,Bit Music,Electronic,,,,
5,Vocal Trance,Electropop,EDM,Electronic,Pop,,,,
3,Electropop,Electronic,Pop,,,,,,
5,Electropop,Synthpop,Downtempo,Electronic,Pop,,,,
3,Electropop,Electronic,Pop,,,,,,
3,Deep Soul,Northern Soul,R&B,,,,,,
5,Singer/Songwriter,Chamber Pop,Chamber Folk,Contemporary Folk,Indie Pop,,,,
4,Indie Pop,Indie Rock,Alt Rock,Surf,,,,,
3,Trap (Hip Hop),Southern Hip Hop,Hardcore Hip Hop,,,,,,
3,Political Hip Hop,Hardcore Hip Hop,East Coast Hip Hop,,,,,,
3,Britpop,Pop Rock,Alt Rock,,,,,,
3,Art Rock,Chamber Pop,Indie Pop,,,,,,
3,Stoner Rock,Hard Rock,Alt Rock,,,,,,
3,Neo-Soul,Psychedelic Soul,R&B,,,,,,
4,Jangle Pop,Pop Rock,Alt Rock,Britpop,,,,,
6,Dance-Pop,Nu-Disco,House,EDM,Synth Funk,R&B,,,
3,J-Pop,Dance-Pop,Television Soundtrack,,,,,,
4,Bubblegum Bass,Deconstructed Club,EDM,Post-Industrial,,,,,
3,Atmospheric Drum and Bass,Jungle,EDM,,,,,,
4,Indie Folk,Folk Pop,Contemporary Folk,Singer/Songwriter,,,,,
4,Memphis Rap,Southern Hip Hop,Dirty South,Hardcore Hip Hop,,,,,
4,Art Pop,Piano Rock,Pop Rock,Singer/Songwriter,,,,,
4,Folk Pop,Baroque Pop,Contemporary Folk,Singer/Songwriter,,,,,
5,Chillwave,Indietronica,Synthpop,Pop,Electronic,,,,
6,Progressive Metal,Symphonic Metal,Power Metal,Visual kei,Japanese Music,East Asian Music,,,
6,Electropop,Progressive House,Electro House,Electronic,Pop,EDM,,,
4,New Wave,Pop Rock,Synth Funk,R&B,,,,,
4,Synthpop,Electropop,Electronic,Pop,,,,,
3,Power Pop,Pop Rock,New Wave,,,,,,
3,Abstract Hip Hop,East Coast Hip Hop,Hardcore Hip Hop,,,,,,
4,Synthwave,Synthpop,Electronic,Pop,,,,,
3,Indie Folk,Contemporary Folk,Singer/Songwriter,,,,,,
4,J-Pop,Christmas Music,Television Soundtrack,Holiday Music,,,,,
4,K-Pop,Dance-Pop,Synthpop,Electronic,,,,,
4,Dance-Pop,Electropop,Synthpop,Electronic,,,,,
3,Alt Rock,Pop Rock,Film Soundtrack,,,,,,
4,Electropop,Dance-Pop,Synthpop,Electronic,,,,,
5,New Wave,Pop Rock,Synthpop,Electronic,Film Soundtrack,,,,
3,Indie Pop,Indie Rock,Alt Rock,,,,,,
6,Post-Rock,Midwest Emo,Prog Rock,Indie Rock,Alt Rock,Punk,,,
3,Teen Pop,Dance-Pop,Europop,,,,,,
4,Twee Pop,Indie Pop,Indie Rock,Alt Rock,,,,,
3,Garage House,EDM,Hip House,,,,,,
3,Indie Folk,Contemporary Folk,Singer/Songwriter,,,,,,
3,Smooth Soul,R&B,Deep Soul,,,,,,
4,Cloud Rap,Hip Hop,Alt R&B,Contemporary R&B,,,,,
3,Synthpop,Pop,Electronic,,,,,,
3,New Wave,Pop Rock,Film Soundtrack,,,,,,
5,Chamber Pop,Indie Pop,Britpop,Alt Rock,Pop Rock,,,,
4,Emo,Punk,Alt Rock,Post-Hardcore,,,,,
3,Dance-Pop,Electropop,Electronic,,,,,,
3,Power Pop,Pop Rock,New Wave,,,,,,
3,Synthpop,Electronic,Pop,,,,,,
5,Hands Up,Euro-Trance,EDM,Eurodance,Dance-Pop,,,,
4,Electropop,Synthpop,Dance-Pop,Electronic,,,,,
3,Indie Folk,Contemporary Folk,Singer/Songwriter,,,,,,
5,Electropop,Alt Dance,Alt Rock,Electronic,Pop,,,,
3,Techno,EDM,Video Game Soundtrack,,,,,,
5,Dance-Pop,Garage House,Disco,EDM,Dance,,,,
5,Synthpop,Hypnagogic Pop,Neo-Psychedelia,Art Pop,Electronic,,,,
3,J-Pop,Shibuya-kei,Television Soundtrack,,,,,,
4,Pop Rock,J-Pop,Power Pop,Television Soundtrack,,,,,
4,Synthpop,Twee Pop,Indie Pop,Electronic,,,,,
3,Synthpop,Electronic,Pop,,,,,,
5,Acid Jazz,Jazz-Funk,Jazz Fusion,R&B,Video Game Soundtrack,,,,
4,Post-Hardcore,Indie Rock,Punk,Alt Rock,,,,,
3,Indie Folk,Contemporary Folk,Singer/Songwriter,,,,,,
4,Art Rock,Prog Rock,Indie Rock,Alt Rock,,,,,
5,Dance-Pop,Baltimore Club,House,Breakbeat,EDM,,,,
5,Electropop,Uplifting Trance,EDM,Electronic,Pop,,,,
3,Synth Funk,Contemporary R&B,Film Soundtrack,,,,,,
4,Pop Soul,R&B,Downtempo,Electronic,,,,,
3,Chamber Pop,Indie Pop,Singer/Songwriter,,,,,,
4,Jangle Pop,Pop Rock,Alt Rock,Indie Pop,,,,,
5,Jangle Pop,Pop Rock,Alt Rock,Baggy / Madchester,Indie Pop,,,,
3,Power Pop,Pop Rock,Alt Rock,,,,,,
4,Contemporary R&B,Synthpop,Sophisti-Pop,Electronic,,,,,
4,Baroque Pop,Chamber Pop,Indie Pop,Art Pop,,,,,
6,Post-Rock,Midwest Emo,Prog Rock,Indie Rock,Alt Rock,Punk,,,
4,J-Pop,Pop Rock,Alt Dance,Alt Rock,,,,,
3,Country,Americana,Singer/Songwriter,,,,,,
3,Dream Trance,Vocal Trance,EDM,,,,,,
4,Synthpop,Sophisti-Pop,Alt-Pop,Electronic,,,,,
3,Synthpop,Pop Rock,Electronic,,,,,,
5,Folk Pop,Singer/Songwriter,Soft Rock,Contemporary Folk,Pop Rock,,,,
4,K-Pop,Electropop,Dance-Pop,Electronic,,,,,
3,Gangsta Rap,Hardcore Hip Hop,West Coast Hip Hop,,,,,,
4,Euro-Disco,Europop,Pop,Dance,,,,,
3,West Coast Hip Hop,Gangsta Rap,Hardcore Hip Hop,,,,,,
3,Indie Folk,Contemporary Folk,Singer/Songwriter,,,,,,
5,Folk Pop,French Pop,Downtempo,Contemporary Folk,Electronic,,,,
3,Southern Soul,R&B,Smooth Soul,,,,,,
5,Americana,Country,Indie Folk,Contemporary Folk,Singer/Songwriter,,,,
4,Euro-Trance,EDM,Eurodance,Dance-Pop,,,,,
3,Contemporary R&B,Boy Band,Pop Soul,,,,,,
3,Art Pop,Indie Pop,Alt-Pop,,,,,,
6,Twee Pop,Indie Pop,Indie Rock,Alt Rock,Jangle Pop,Pop Rock,,,
6,Twee Pop,Indie Pop,Pop Rock,Indie Rock,Alt Rock,Jangle Pop,,,
5,Synthpop,Freestyle,Dance-Pop,Electronic,EDM,,,,
5,Midwest Emo,Indie Rock,Alt Rock,Punk,Slowcore,,,,
5,Midwest Emo,Indie Rock,Alt Rock,Punk,Post-Rock,,,,
4,Midwest Emo,Indie Rock,Alt Rock,Punk,,,,,
4,Midwest Emo,Indie Rock,Alt Rock,Punk,,,,,
3,Vocal Trance,EDM,Progressive House,,,,,,
7,Synth Funk,R&B,Neo-Soul,Nu-Disco,House,EDM,Dance,,
3,Pop Rock,Singer/Songwriter,Piano Rock,,,,,,
3,Synthpop,Pop,Electronic,,,,,,
5,Twee Pop,Indie Pop,Jangle Pop,Pop Rock,Alt Rock,,,,
6,Boogie,Disco,Dance,R&B,City Pop,Adult Contemporary,,,
3,Free Improvisation,Experimental,Free Jazz,,,,,,
3,Detroit Techno,EDM,Deep House,,,,,,
3,Indie Rock,Alt Rock,Art Rock,,,,,,
3,Chamber Pop,Indie Pop,Singer/Songwriter,,,,,,
3,Drill and Bass,IDM,Electronic,,,,,,
3,IDM,Ambient,Electronic,,,,,,
3,Drill and Bass,IDM,Electronic,,,,,,
3,Modern Classical,Impressionism,Western Classical,,,,,,
3,Post-Punk Revival,Indie Rock,Alt Rock,,,,,,
3,Garage Rock Revival,Indie Rock,Alt Rock,,,,,,
5,Progressive Pop,Chamber Pop,Indie Pop,Art Pop,Film Soundtrack,,,,
3,Bedroom Pop,Indie Pop,Singer/Songwriter,,,,,,
3,Hard Bop,Bebop,Jazz,,,,,,
3,Hard Bop,Bebop,Jazz,,,,,,
3,Hard Bop,Bebop,Jazz,,,,,,
6,Power Pop,Pop Rock,Post-Punk Revival,Indie Rock,Alt Rock,Television Soundtrack,,,
3,Indie Pop,Chamber Folk,Contemporary Folk,,,,,,
3,IDM,Glitch Hop,Electronic,,,,,,
3,Progressive House,EDM,Electro House,,,,,,
3,Electropop,Dance-Pop,Electronic,,,,,,
3,Chicago Soul,R&B,Funk,,,,,,
3,Chicago Soul,R&B,Funk,,,,,,
3,Techstep,Drum and Bass,EDM,,,,,,
6,Electropop,Alt R&B,Contemporary R&B,Art Pop,Alt-Pop,Electronic,,,
3,Merseybeat,Beat Music,Pop Rock,,,,,,
3,Baroque Pop,Folk Pop,Contemporary Folk,,,,,,
4,Psychedelic Pop,Psychedelic Rock,Art Rock,Progressive Pop,,,,,
3,Psychedelic Rock,Psychedelic Pop,Baroque Pop,,,,,,
3,Psychedelic Pop,Art Rock,Progressive Pop,,,,,,
4,Sunshine Pop,Pop Rock,Folk Pop,Contemporary Folk,,,,,
4,Teen Pop,Electropop,Dance-Pop,Electronic,,,,,
3,Disco,Film Soundtrack,Dance,,,,,,
4,Twee Pop,Indie Pop,Folk Pop,Contemporary Folk,,,,,
3,Twee Pop,Indie Pop,Chamber Pop,,,,,,
3,Chamber Pop,Indie Pop,Twee Pop,,,,,,
4,Indie Folk,Folk Pop,Indie Pop,Contemporary Folk,,,,,
3,Synthpop,Electronic,Pop,,,,,,
3,East Coast Hip Hop,Boom Bap,Hardcore Hip Hop,,,,,,
4,Indie Rock,Alt Rock,Americana,Country,,,,,
3,Indie Folk,Contemporary Folk,Singer/Songwriter,,,,,,
4,Indie Folk,Americana,Alt-Country,Contemporary Folk,,,,,
3,Neo-Psychedelia,Indie Rock,Alt Rock,,,,,,
3,Neo-Psychedelia,Indietronica,Electronic,,,,,,
4,Alt-Pop,Dance-Pop,Electropop,Electronic,,,,,
5,Post-Hardcore,Screamo,Emo,Punk,Rock,,,,
4,Indie Pop,Power Pop,Pop Rock,Television Soundtrack,,,,,
4,Art Pop,Trip Hop,Downtempo,Electronic,,,,,
3,Italo House,EDM,Euro House,,,,,,
3,Progressive Pop,Art Rock,Baroque Pop,,,,,,
3,Post-Rock,Indie Rock,Alt Rock,,,,,,
4,East Coast Hip Hop,Conscious Hip Hop,Boom Bap,Hardcore Hip Hop,,,,,
3,New Jack Swing,Contemporary R&B,East Coast Hip Hop,,,,,,
8,Electro-Industrial,Post-Industrial,Futurepop,EBM,EDM,Synthpop,Pop,Electronic,
6,Chamber Folk,Ragtime,American Folk Music,Traditional Folk,Television Soundtrack,Contemporary Folk,,,
3,Hardcore (EDM),Euro-Trance,EDM,,,,,,
4,Britpop,Alt Rock,Pop Rock,Alt Dance,,,,,
3,Roots Reggae,Jamaican Music,Caribbean Music,,,,,,
4,Pop Rock,Novelty,Halloween Music,Holiday Music,,,,,
3,Post-Bop,Modal Jazz,Avant-Garde Jazz,,,,,,
4,Breakbeat,EDM,Hip Hop,Hip House,,,,,
