Standards,Standards,Traditional Pop,,,,,Pop,,,,,439
Stoner Rock,Stoner Rock,Hard Rock,,,,,Rock,,,,,440
Surf Rock,Surf Rock,,,,,,Rock,,,,,441
Swamp Rock,Swamp Rock,Roots Rock,,,,,Rock,,,,,442
Swing Revival,Sw~*ng Revival,Jazz,,,,,,,,,,443
Symphonic Black Metal,Symphonic Black Metal,,,,,,Metal,,,,,444
Symphonic Prog Rock,Symphonic Prog Rock,,,,,,Rock,,,,,445
Synth Funk,Synth Funk,R&B,,,,,Funk,,,,,446
Tech Trance,Tech Trance,EDM,,,,,,,,,,447
Technical Death Metal,Technical Death Metal,,,,,,Metal,,,,,448
Techstep,Techstep,Drum and Bass,EDM,,,,,,,,,449
Television Soundtrack,Television Soundtrack,,,,,,Descriptor Genres,,,,,450
Throat Singing,Throat Singing,Traditional Folk,,,,,Folk,,,,,451
Traditional Doom Metal,Traditional Doom Metal,,,,,,Metal,,,,,452
Tribal House,Tribal House,EDM,,,,,,,,,,453
Trip Hop,Trip Hop,Downtempo,Electronic,,,,,,,,,454
Tropical House,Tropical House,EDM,,,,,,,,,,455
Trot,Trot,East Asian Music,,,,,Regional Music,,,,,456
Twee Pop,Twee Pop,Indie Pop,,,,,Pop,,,,,457
Twerk,Twerk,Trap (EDM),,,,,EDM,,,,,458
UK Funky,UK F~*nky,UK Garage,EDM,,,,,,,,,459
UK Hard House,UK Hard House,EDM,,,,,,,,,,460
Uplifting Trance,Uplifting Trance,EDM,,,,,,,,,,461
Video Game Soundtrack,Video Game Soundtrack,,,,,,Descriptor Genres,,,,,462
Vocal Trance,Vocal Trance,EDM,,,,,,,,,,463
West African Music,West African Music,,,,,,Regional Music,,,,,464
Batucada,Batucada,Samba,Brazilian Music,,,,Regional Music,,,,,465
Beat Poetry,Beat Poetry,Spoken Word,,,,,Descriptor Genres,,,,,466
Blackgaze,Blackgaze,Atmospheric Black Metal,,,,,Metal,,,,,467
Bolero,Bolero,Latin American Music,Hispanic Music,,,,Regional Music,,,,,468
Celtic Folk Music,Celtic Folk Music,European Folk Music,Traditional Folk,,,,Folk,,,,,469
Complextro,Complextro,Electro House,EDM,,,,,,,,,470
Cuban Music,Cuban Music,Latin American Music,Hispanic Music,,,,Regional Music,,,,,471
Dancehall,Danc3hall,Jamaican Music,Caribbean Music,,,,Regional Music,,,,,472
Dark Folk,Dark Folk,Neofolk,Contemporary Folk,,,,Folk,,,,,473
Dub Techno,Dub Techno,Minimal Techno,EDM,,,,,,,,,474
Dunedin Sound,Dunedin Sound,Indie Rock,Alt Rock,,,,Rock,,,,,475
English Folk Music,English Folk Music,European Folk Music,Traditional Folk,,,,Folk,,,,,476
Fanfare,Fanfare,European Folk Music,Traditional Folk,,,,Folk,,,,,477
Film Score,Film Score,Film Soundtrack,,,,,Descriptor Genres,,,,,478
French Folk Music,French Folk Music,European Folk Music,Traditional Folk,,,,Folk,,,,,479
Future Bounce,Future Bounce,Future House,EDM,,,,,,,,,480
Ghettotech,Ghettotech,Ghetto House,EDM,,,,,,,,,481
Gumbe,Gumbe,West African Music,,,,,Regional Music,,,,,482
Hands Up,Hands Up,Euro-Trance,EDM,,,,,,,,,483
Highlife,Highlife,West African Music,,,,,Regional Music,,,,,484
Inuit Music,Inuit Music,Native American Music,Traditional Folk,,,,Folk,,,,,485
Japanese Hardcore Punk,Japanese Hardcore Punk,Punk Rock,,,,,Punk,,,,,486
Juke,Juke,Ghetto House,EDM,,,,,,,,,487
Kayōkyoku,Kayōkyoku,Japanese Music,East Asian Music,,,,Regional Music,,,,,488
Latin Alternative,Latin Alternative,Latin American Music,Hispanic Music,,,,Regional Music,,,,,489
Lo-Fi / Slacker Rock,Lo-Fi / Slacker Rock,Indie Rock,Alt Rock,,,,Rock,,,,,490
Makossa,Makossa,Central African Music,,,,,Regional Music,,,,,491
Mande Music,Mande Music,West African Music,,,,,Regional Music,,,,,492
Melbourne Bounce,Melbourne B0unce,Electro House,EDM,,,,,,,,,493
Mexican Music,Mexican Music,Latin American Music,Hispanic Music,,,,Regional Music,,,,,494
Noisecore,N0isecore,Hardcore Punk,Punk Rock,,,,Punk,,,,,495
Nu Style Gabber,Nu Style Gabber,Hardcore (EDM),,,,,EDM,,,,,496
Nyahbinghi,Nyahbinghi,Jamaican Music,Caribbean Music,,,,Regional Music,,,,,497
Outsider House,Outsider House,Deep House,EDM,,,,,,,,,498
Powerviolence,Powerviolence,Hardcore Punk,Punk Rock,,,,Punk,,,,,499
Ragga Jungle,R@gga Jungle,Drum and Bass,EDM,,,,,,,,,500
Reggae,Reggae,Jamaican Music,Caribbean Music,,,,Regional Music,,,,,501
Reggaeton,R3ggaeton,Latin American Music,Hispanic Music,,,,Regional Music,,,,,502
Rocksteady,R0cksteady,Jamaican Music,Caribbean Music,,,,Regional Music,,,,,503
Samba de roda,Samba de roda,Brazilian Music,,,,,Regional Music,,,,,504
Samba-canção,Samba-canção,Brazilian Music,,,,,Regional Music,,,,,505
Samba-Rock,Samba-R0ck,Brazilian Music,,,,,Regional Music,,,,,506
Slowcore,Slowcore,Indie Rock,Alt Rock,,,,Rock,,,,,507
Symphony,Symphony,Orchestral,Western Classical,,,,Classical,,,,,508
Tizita,Tizita,Northeastern African Music,,,,,Regional Music,,,,,509
Tone Poem,Tone Poem,Orchestral,Western Classical,,,,Classical,,,,,510
Tropicália,Tropicália,MPB,Brazilian Music,,,,Regional Music,,,,,511
Visual kei,Visual kei,Japanese Music,East Asian Music,,,,Regional Music,,,,,512
Wolof Music,Wolof Music,West African Music,,,,,Regional Music,,,,,513
Yoruba Music,Yoruba Music,West African Music,,,,,Regional Music,,,,,514
Brass Band,Brass Band,Fanfare,European Folk Music,Traditional Folk,,,Folk,,,,,515
Breton Folk Music,Breton Folk Music,French Folk Music,European Folk Music,Traditional Folk,,,Folk,,,,,516
Dub (Reggae),Dub (Reggae),Jamaican Music,Caribbean Music,,,,Regional Music,,,,,517
Footwork,Footwork,Juke,Ghetto House,EDM,,,,,,,,518
Irish Folk Music,Irish Folk Music,Celtic Folk Music,European Folk Music,Traditional Folk,,,Folk,,,,,519
Lovers Rock,Lovers R0ck,Reggae,Jamaican Music,Caribbean Music,,,Regional Music,,,,,520
Neoperreo,Neoperreo,Reggaeton,Latin American Music,Hispanic Music,,,Regional Music,,,,,521
Pop Reggae,P0p Reggae,Jamaican Music,Caribbean Music,,,,Regional Music,,,,,522
Ragga,Ragga,Dancehall,Jamaican Music,Caribbean Music,,,Regional Music,,,,,523
Roots Reggae,Roots Reggae,Jamaican Music,Caribbean Music,,,,Regional Music,,,,,524
Son Cubano,Son Cubano,Cuban Music,Latin American Music,Hispanic Music,,,Regional Music,,,,,525
Tassu,Tassu,Wolof Music,West African Music,,,,Regional Music,,,,,526
Trova,Trova,Cuban Music,Latin American Music,Hispanic Music,,,Regional Music,,,,,527
Acid Rock,Acid Rock,Psychedelic Rock,,,,,Rock,,,,,528
Acid Rock,Acid Rock,Psychedelic Rock,,,,,Psych,,,,,529
Afro-Funk,Afro-Funk,R&B,West African Music,,,,Funk,,,,,530
Afro-Funk,Afro-Funk,R&B,West African Music,,,,Regional Music,,,,,531
Afro-Rock,Afro-Rock,West African Music,,,,,Rock,,,,,532
Afro-Rock,Afro-Rock,West African Music,,,,,Regional Music,,,,,533
Afrobeat,Afrobeat,Funk,R&B,Yoruba Music,West African Music,,,,,,,534
Afrobeat,Afrobeat,Funk,R&B,Yoruba Music,West African Music,,Regional Music,,,,,535
Alt Dance,Alt Dance,Alt Rock,,,,,Rock,,,,,536
Alt Dance,Alt Dance,Alt Rock,,,,,Dance,,,,,537
Amapiano,Amapiano,House,EDM,Southern African Music,,,,,,,,538
Amapiano,Amapiano,House,EDM,Southern African Music,,,Regional Music,,,,,539
Ambient Dub,Ambient Dub,Electronic,,,,,Ambient,,,,,540
Ambient Dub,Ambient Dub,Electronic,,,,,,,,,,541
American Folk Music,American Folk Music,Traditional Folk,,,,,Folk,,,,,542
American Folk Music,American Folk Music,Traditional Folk,,,,,Regional Music,,,,,543
Andalusian Rock,Andalusian Rock,Prog Rock,Folk Rock,Spanish Music,Hispanic Music,,Rock,,,,,544
Andalusian Rock,Andalusian Rock,Prog Rock,Folk Rock,Spanish Music,Hispanic Music,,Rock,,,,,545
Andalusian Rock,Andalusian Rock,Prog Rock,Folk Rock,Spanish Music,Hispanic Music,,Regional Music,,,,,546
Appalachian Folk Music,Appalachian Folk Music,American Folk Music,Traditional Folk,,,,Folk,,,,,547
