UK Bass; Alternative R&B; Art Pop
Alt-Country
Indie Pop; Power Pop
Indie Rock; Dream Pop; Indie Pop
Christmas Music; Synthpop; Minimal Synth
Comedy Rap; Hip House; Nerdcore Hip Hop
Trap; Hardcore Hip Hop; Southern Hip Hop
Noise Rock; Post-Hardcore; Post-Punk
Indie Rock; Art Rock; Slacker Rock
Indie Rock
Neo-Psychedelia; Electronic; Noise Pop
Neo-Psychedelia; Psychedelic Pop; Progressive Pop
Chamber Pop; Neo-Psychedelia; Psychedelic Pop
Liquid Drum and Bass; Alt-Pop
Breakbeat; Alt-Pop
Bolero; Latin Soul; Chachachá
Dance-Pop; Eurodance; Euro-Trance
Folk Pop; Film Soundtrack
Pop Rap; Rage
2-Step; Dance-Pop
Dance-Pop; Synthpop; Pop Rock
Electropop; Dance-Pop; Electro House
Disco
Alternative R&B; UK Bass
Djent
Indie Rock; Indie Pop
Singer-Songwriter; Ambient Pop
Indie Pop; Indie Rock; Midwest Emo
Midwest Emo; Indie Rock; Art Rock
Neo-Psychedelia; Indie Rock; Psychedelic Pop
Rap Metal; Nu Metal
Dance-Pop; Synthpop; Electro-Disco
Art Pop; Neo-Psychedelia
Twee Pop; C86
Pop Rock; Art Pop
Deep House; Latin House
Synthpop; Hi-NRG
Screamo; Metalcore
Experimental Hip Hop; West Coast Hip Hop; Electronic; Abstract Hip Hop
Country; Americana
Country; Americana
Folk Pop
Hardcore Punk; Japanese Hardcore
East Coast Hip Hop; Conscious Hip Hop; Hardcore Hip Hop
Southern Hip Hop; Gangsta Rap
Ambient Techno; IDM
Alternative Rock; Power Pop
Downtempo; Nu Jazz
Liquid Drum and Bass; Contemporary R&B; Alt-Pop
Dance-Pop; Contemporary R&B
Alt-Pop; Indietronica; Downtempo
Contemporary R&B; Alt-Pop; Trip Hop
Contemporary R&B; 2-Step; Alt-Pop
Americana; Singer-Songwriter
Americana; Singer-Songwriter
Country Rock
Americana
Pop Rock
Southern Hip Hop; Experimental Hip Hop; Trap
New Wave; Post-Punk; Synthpop
Satire; Dance-Pop
Pop Rock; Post-Grunge
Mashup; Noise Rock; Post-Hardcore; Post-Punk; Musical Comedy
Pop Rock; New Wave; Piano Rock
Musical Parody
No Genre
No Genre
EDM
House; EDM
Ambient
No Genre
Jazz
Classical
Pop Punk; Slacker Rock
Pop Punk; Power Pop; Indie Rock; Post-Grunge
Pop Punk; Indie Rock; Power Pop
Pop Punk; Power Pop; Indie Rock
Indie Rock; Power Pop; Alternative Rock
Pop Punk; Power Pop; Skate Punk
New Wave; Indietronica; Indie Pop
Indietronica; Glitch Pop
Singer-Songwriter
Art Pop; Indie Pop
Alt-Pop; Synthpop
Art Rock; Psychedelic Folk; Post-Rock
Singer-Songwriter; Contemporary Folk
Television Music; Bit Music
Folk Pop; Film Soundtrack
Midwest Emo
Midwest Emo
Tech House
Boom Bap; East Coast Hip Hop; Conscious Hip Hop; Chipmunk Soul
East Coast Hip Hop; Boom Bap; Conscious Hip Hop
Noise Pop; Indietronica
Indie Rock; Indie Pop; Midwest Emo
Jazz; New Age; Chamber Jazz
