ID,ID Explanation (for the ones that aren't immediately evident from the song or artist name)
,
,
231,-
,
,
316,-
85,-
,
,
888,-
1009,-
,
1998,-
,
915,-
,
663,-
7777,-
,
,
,
,
,
,
,
,
83,-
,
,
,
,
,
,
,
,
,
,
,
,
5555,-
,
,
,
1893,-
,
,
,
,
,
702,-
,
,
,
,
,
5066,-
75,-
,
,
,
,
,
,
5875,-
,
,
,
,
569,-
,
,
,
,
,
,
711,-
,
,
1979,-
,
,
,
,
,
,
2414,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2047,-
2008,-
,
,
,
,
,
,
,
,
,
,
,
,
1200,-
,
,
,
,
747,-
,
2020,-
,
,
1808,-
,
,
,
,
2412,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
212,-
,
,
,
,
61,-
,
,
,
,
,
,
921,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1225,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
44,-
,
,
,
,
7475,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
305,-
,
,
,
,
,
,
,
,
,
,
,
,
71,-
,
,
1965,-
,
13,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1945,-
,
,
,
,
,
,
,
4030,-
,
,
,
,
123,-
,
,
,
,
,
,
,
,
,
1904,-
,
,
,
,
111,-
,
,
,
1066,-
,
,
,
,
,
,
,
,
,
,
11,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
407,-
,
,
,
,
,
,
,
7796,-
,
,
6741,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1992,-
,
,
2512,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
29,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
52,-
,
,
,
,
,
,
1222,-
,
,
,
,
,
143,-
,
3030,-
,
,
,
,
,
53,-
,
,
,
,
,
90,-
,
,
,
,
,
,
5830,-
,
,
,
,
,
,
,
,
,
,
,
,
6744,-
919,-
,
,
3003,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
3645,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
214,-
,
,
,
,
,
,
,
,
80,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
9901,-
,
,
,
,
1312,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
6667,-
,
,
,
,
,
10005,-
,
,
525,-
,
,
,
,
,
,
,
,
,
,
,
,
3666,-
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
69,-
,
,
